Date,Close,High,Low,Open,Volume,Daily_Sentiment,tomorrow's closing value
2008-06-09,13.812564849853516,14.112897931318704,13.503815077739997,14.064864585025797,212324874,0.0261558441558441,13.720955848693848
2008-06-10,13.720955848693848,13.836087606589356,13.537983364663686,13.606813843562977,146844353,-0.0291060606060606,13.498861312866211
2008-06-11,13.498861312866211,13.799441805603676,13.480539511908509,13.772206542335908,153087667,-0.0144999999999999,13.690750122070312
2008-06-12,13.690750122070312,13.815785102179868,13.540459380480423,13.587008100025637,220487355,0.0366111111111111,14.150283813476562
2008-06-13,14.150283813476562,14.254025822950673,13.898479920264851,13.902193388948461,248303226,0.0698181818181818,14.182473182678223
2008-06-16,14.182473182678223,14.338209458974527,14.026241081941336,14.026241081941336,142243171,0.0090050505050505,14.099526405334473
2008-06-17,14.099526405334473,14.31270623719305,14.072786018534437,14.270119379239267,139035192,0.0895021645021645,13.924229621887207
2008-06-18,13.924229621887207,14.087889591133395,13.84450428380137,13.976967134308147,135754943,-0.0154060606060606,13.870254516601562
2008-06-19,13.870254516601562,13.958894268712925,13.63776311604457,13.750172102416943,228176066,0.0508095238095238,13.529316902160645
2008-06-20,13.529316902160645,13.790529144179086,13.481779381785183,13.790529144179086,240221045,-0.0948203463203463,13.499110221862793
2008-06-23,13.499110221862793,13.695700328596306,13.420127196896273,13.50282369061632,145981130,-0.0137333333333333,13.427059173583984
2008-06-24,13.427059173583984,13.647171058960534,13.248790882226043,13.49737616866644,187604562,0.0418787878787878,13.642468452453613
2008-06-25,13.642468452453613,13.810832600450208,13.460980600119454,13.493168421377058,165506041,0.022660606060606,13.093302726745605
2008-06-26,13.093302726745605,13.492177828682445,13.07943765577294,13.471628134432633,227228528,-0.0471636363636363,13.074731826782227
2008-06-27,13.074731826782227,13.12251868007664,12.753354193723073,13.065076997715245,218716743,-0.0739343434343434,13.033880233764648
2008-06-30,13.033880233764648,13.320594745923518,12.950688856097647,13.183676097283604,151176531,0.0112383838383838,13.239631652832031
2008-07-01,13.239631652832031,13.288903138043176,12.800645965518095,12.86452578436309,199139637,-0.0144848484848484,13.049230575561523
2008-07-02,13.049230575561523,13.379521672452258,13.024966465577364,13.283702423401346,169553154,0.0363333333333333,13.295836448669434
2008-07-03,13.295836448669434,13.351050243860707,13.060621320174903,13.144307572628875,96379907,-0.0245151515151515,13.466924667358398
2008-07-07,13.466924667358398,13.592949399714229,13.261172691623031,13.427061519688175,170845981,0.0703419913419913,13.72986888885498
2008-07-08,13.72986888885498,13.746210237397582,13.37011367881224,13.51842205857432,198035514,0.0442727272727272,13.408491134643555
2008-07-09,13.408491134643555,13.758343150934135,13.388187929780823,13.636525817835901,166782808,-0.0231428571428571,13.38422679901123
2008-07-10,13.38422679901123,13.6053294167838,13.140346594766587,13.493912074215578,173917451,0.0179999999999999,13.216604232788086
2008-07-11,13.216604232788086,13.357733111745176,12.860810881142811,13.283455203470448,200002860,0.0067878787878787,12.915035247802734
2008-07-14,12.915035247802734,13.371599469393155,12.762269186142438,13.345353956817034,177655409,0.0681587301587301,12.778114318847656
2008-07-15,12.778114318847656,13.060620461486957,12.4069693735024,12.782818488382794,243750224,-0.0079116161616161,13.2611722946167
2008-07-16,13.2611722946167,13.283455952767804,12.64218526656258,12.727358043927115,190398997,0.0756212121212121,13.207691192626953
2008-07-17,13.207691192626953,13.297073261244538,12.986342089807696,13.225519066751684,352813493,0.0290378787878787,11.917227745056152
2008-07-18,11.917227745056152,12.354479455693442,11.839730295729598,12.338881369770514,453389067,0.0344999999999999,11.607239723205566
2008-07-21,11.607239723205566,11.985811607001938,11.530484589225832,11.906333704997824,236944811,-0.0107195286195286,11.81299114227295
2008-07-22,11.81299114227295,11.890736031671246,11.52800871119587,11.555739801113553,188363396,0.1022,12.11282730102539
2008-07-23,12.11282730102539,12.311150429201453,11.837501598958976,11.92440833656444,196497772,-0.0840079365079365,11.77609920501709
2008-07-24,11.77609920501709,12.302238120903288,11.77609920501709,12.298028827552702,142166886,-0.0398055555555555,12.181163787841797
2008-07-25,12.181163787841797,12.209637191833146,11.92168455943945,12.045233952845475,127817302,0.0509444444444444,11.813238143920898
2008-07-28,11.813238143920898,12.1838872649059,11.763966660828254,12.1838872649059,126873778,-0.0334424242424242,11.961548805236816
2008-07-29,11.961548805236816,12.064300128032531,11.835028245889852,11.867214173654489,112532223,-0.0802060606060606,11.951396942138672
2008-07-30,11.951396942138672,12.033598567408267,11.706525081784148,12.020724196582831,140151360,0.0524545454545454,11.729798316955566
2008-07-31,11.729798316955566,11.906581044968874,11.67260407225226,11.749854081955789,115033564,0.03,11.583964347839355
2008-08-01,11.583964347839355,11.716675587253764,11.451255004502947,11.699096100076842,120766974,-0.04675,11.463635444641113
2008-08-04,11.463635444641113,11.711477508725329,11.43640017799965,11.590403438035363,99852875,-0.0346168831168831,11.88083267211914
2008-08-05,11.88083267211914,11.886527543009446,11.546083857089387,11.577281927883163,143917423,-0.0383030303030303,12.041520118713379
2008-08-06,12.041520118713379,12.126445451741631,11.699096018611343,11.84418675027737,135538133,-0.0053838383838383,11.862757682800293
2008-08-07,11.862757682800293,11.983584312054646,11.79565927079152,11.934064440164933,111367875,-0.0115151515151515,12.256184577941895
2008-08-08,12.256184577941895,12.274507327552206,11.777831595398071,11.888259177258115,150132633,-0.0468749398749398,12.400532722473145
2008-08-11,12.400532722473145,12.599599116870623,12.17621151597551,12.193296127592196,170207597,0.047020202020202,12.444355964660645
2008-08-12,12.444355964660645,12.53151013636135,12.330215863322923,12.429252755630351,110641162,-0.0394660894660894,12.380477905273438
2008-08-13,12.380477905273438,12.467382748388268,12.228206718091709,12.419350350207736,145563571,0.0005767195767195,12.515664100646973
2008-08-14,12.515664100646973,12.5681541768194,12.287876870309375,12.322788407055988,117181585,0.0506558441558441,12.631044387817383
2008-08-15,12.631044387817383,12.643672268598731,12.515912623714641,12.552804617162494,142359606,0.0033888888888888,12.337644577026367
2008-08-18,12.337644577026367,12.627329284046379,12.268564763889524,12.623368376911559,133855851,0.002320707070707,12.144519805908203
2008-08-19,12.144519805908203,12.3371480566734,12.048700556879782,12.142785842590605,122316761,0.0126767676767676,12.008342742919922
2008-08-20,12.008342742919922,12.297780948425112,11.948177343296022,12.249004341415523,159881036,0.0113484848484848,12.046225547790527
2008-08-21,12.046225547790527,12.12966531244086,11.866471647613384,11.956843474108254,141090868,0.0040833333333333,12.146747589111328
2008-08-22,12.146747589111328,12.252965876902204,12.119264886998067,12.16927868361006,92232419,0.0284242424242424,11.95907211303711
2008-08-25,11.95907211303711,12.305457150451517,11.921685244012627,12.035827252756148,80874004,-0.0551060606060605,11.739950180053711
2008-08-26,11.739950180053711,11.970212741105744,11.65155786603911,11.970212741105744,132823998,0.0180833333333333,11.60179328918457
2008-08-27,11.60179328918457,11.756539813320368,11.50919262329705,11.729303598382383,176141757,-0.0201848484848484,11.730542182922363
2008-08-28,11.730542182922363,11.796648945645153,11.645121968741254,11.698601799401734,121642242,-0.0134090909090909,11.47081470489502
2008-08-29,11.47081470489502,11.661958339868294,11.447046417659552,11.630761218570479,154504960,-0.0114621212121212,11.519344329833984
2008-09-02,11.519344329833984,11.938522660168788,11.424515771235333,11.80457326828106,245376296,-0.0055555555555555,11.498544692993164
2008-09-03,11.498544692993164,11.74316910405015,11.3789571516822,11.60550625029262,173230887,0.0394134199134199,11.148198127746582
2008-09-04,11.148198127746582,11.46957670976969,11.126905171985728,11.389355546342625,194666935,-0.0359621212121212,10.999395370483398
2008-09-05,10.999395370483398,11.20267010814292,10.89614728333372,11.030096666582411,182051827,0.0308333333333333,10.397740364074707
2008-09-08,10.397740364074707,11.214554750567446,10.338317272224746,11.191776214704666,362068052,-0.0836616161616161,10.365798950195312
2008-09-09,10.365798950195312,10.70550029288953,10.275179692150076,10.477464674549468,290267933,-0.0485732323232323,10.25438117980957
2008-09-10,10.25438117980957,10.509898518952157,10.143458732980141,10.509650132761585,250005583,-0.0251428571428571,10.739420890808105
2008-09-11,10.739420890808105,10.772598466646912,10.061754020086857,10.110529683000639,259826256,0.0324047619047619,10.836231231689453
2008-09-12,10.836231231689453,10.94343833937911,10.621813224153666,10.651772208352005,242023777,-0.0020800865800865,10.742142677307129
2008-09-15,10.742142677307129,10.942942077475855,10.490834603392317,10.498015050770226,263680649,-0.0164285714285714,10.96671199798584
2008-09-16,10.96671199798584,11.123933833783457,10.534906789353297,10.546543019748922,280676114,-0.0635595959595959,10.262554168701172
2008-09-17,10.262554168701172,10.872875230319567,10.23655703904704,10.856533879438949,366444394,-0.0617651515151515,10.87138843536377
2008-09-18,10.87138843536377,10.873864713354115,10.163762610412226,10.464342182368908,344863807,-0.0014984126984127,11.120716094970703
2008-09-19,11.120716094970703,11.440608171114604,10.97537791658687,11.414116167926444,401740198,0.0167499999999999,10.650038719177246
2008-09-22,10.650038719177246,11.24401838215901,10.621812751743732,11.24401838215901,176952786,-0.0078088023088023,10.628497123718262
2008-09-23,10.628497123718262,10.913726024249303,10.54060063867251,10.727039138355863,208948265,-0.0673333333333333,10.773091316223145
2008-09-24,10.773091316223145,11.017962181645169,10.649294499641373,10.654988421318098,170316002,-0.0431031746031746,10.884263038635254
2008-09-25,10.884263038635254,11.14176085527051,10.794633536957006,10.865445412830727,201564693,-0.0172121212121212,10.672321319580078
2008-09-26,10.672321319580078,10.823849234318873,10.424479280461098,10.597052712579197,212493504,0.0167878787878787,9.433358192443848
2008-09-29,9.433358192443848,10.485883460187893,9.426177744747871,10.386845613738473,432129680,0.0231933621933621,9.916662216186523
2008-09-30,9.916662216186523,10.52475432961097,9.71363397943948,9.804254181843053,123914728,0.0494913419913419,10.193968772888184
2008-10-01,10.193968772888184,10.324203737578223,9.980542435901437,10.179856263993598,250326782,0.1204292929292929,9.66832447052002
2008-10-02,9.66832447052002,10.150887695959357,9.557155521769367,10.146183526461133,240293315,0.0828484848484848,9.579686164855957
2008-10-03,9.579686164855957,10.213280504836703,9.484609234506635,9.838174673165273,320914374,-0.0318528138528138,9.190961837768555
2008-10-06,9.190961837768555,9.309312177416864,8.843091265906596,9.259545820251132,450506303,0.0098181818181818,8.567024230957031
2008-10-07,8.567024230957031,9.284305848448634,8.551178706000146,9.24345294899655,443833384,-0.0377858585858585,8.371423721313477
2008-10-08,8.371423721313477,8.888401740031473,8.074311127019623,8.174587113463813,474829130,0.0076296296296296,8.145370483398438
2008-10-09,8.145370483398438,8.63040906873335,7.964378451368098,8.530133081828843,324210683,-0.0514545454545454,8.22014331817627
2008-10-10,8.22014331817627,8.4650141948627,7.6828630996532485,7.753675447026679,425500926,0.0119047619047619,9.433853149414062
2008-10-13,9.433853149414062,9.456880069875837,8.560586888224472,8.809172207269386,357555200,0.0271818181818181,8.980507850646973
2008-10-14,8.980507850646973,9.767611612508013,8.839131522136887,9.743594938374594,312559174,0.0671363636363636,8.397669792175293
2008-10-15,8.397669792175293,8.888650716663735,8.389252152887233,8.780946837105375,269863738,0.0191090909090909,8.74058723449707
2008-10-16,8.74058723449707,8.82675070180814,7.661569602011336,8.238960869340357,652022815,0.0058650793650793,9.223892211914062
2008-10-17,9.223892211914062,9.557155408183236,9.001304034763253,9.38284896044763,572104380,0.0482138528138528,9.391761779785156
2008-10-20,9.391761779785156,9.432862115224951,8.903257183907543,9.402408257929434,271148536,0.0362787878787878,8.981499671936035
2008-10-21,8.981499671936035,9.502191243397752,8.962929480027741,9.22018086580002,232146894,0.0271277056277056,8.80620002746582
2008-10-22,8.80620002746582,9.153327328962881,8.517256719749444,8.838882721836233,263383540,0.0861701298701298,8.723257064819336
2008-10-23,8.723257064819336,8.863890124557768,8.36845345282327,8.756187200992171,260127380,-0.0490900432900432,8.400640487670898
2008-10-24,8.400640487670898,8.677450828958252,8.040391332493023,8.083224685335678,295463334,-0.0877222222222222,8.157997131347656
2008-10-27,8.157997131347656,8.492498479594778,8.061683003008717,8.289717673032735,248957670,-0.0132023809523809,9.13005542755127
2008-10-28,9.13005542755127,9.143920499316557,8.133734597455604,8.394699423075222,325431241,0.0233333333333333,8.863889694213867
2008-10-29,8.863889694213867,9.185763154410068,8.724493832194785,9.056766332153272,391726805,-0.0007676767676767,8.905734062194824
2008-10-30,8.905734062194824,9.210522937997386,8.873051362970523,9.12287482902584,320753774,-0.0783888888888888,8.897562980651855
2008-10-31,8.897562980651855,9.209531325521668,8.771537314180959,8.81833251850948,298044974,-0.0141060606060606,8.578908920288086
2008-11-03,8.578908920288086,8.98744076233544,8.453625556609289,8.853492321516848,239072757,-0.0138278619528619,9.08523941040039
2008-11-04,9.08523941040039,9.219435273718332,8.554395421234757,8.750986468933384,295097969,-0.0275555555555555,8.473681449890137
2008-11-05,8.473681449890137,9.133273957512255,8.450655476507505,8.966642815152861,278901487,0.0339354978354978,8.20083236694336
2008-11-06,8.20083236694336,8.527656494732863,8.066882985706338,8.41747729585534,344277618,-0.0092916666666666,8.1988525390625
2008-11-07,8.1988525390625,8.446695583629642,8.054998966567965,8.247875646218864,187953866,0.0139627705627705,7.892823696136475
2008-11-10,7.892823696136475,8.156759646360708,7.662312756497854,8.12110579611526,324415448,0.0500064935064935,7.711584091186523
2008-11-11,7.711584091186523,7.831420016447261,7.440716068418681,7.6430010518427345,407385278,-0.0411454545454545,7.205004692077637
2008-11-12,7.205004692077637,7.737085876187464,7.124784952507629,7.478597836593175,403550960,-0.022030303030303,7.726934909820557
2008-11-13,7.726934909820557,7.7497148661015185,6.932651204161668,7.224070349390843,531372276,-0.0109867724867724,7.675931453704834
2008-11-14,7.675931453704834,8.04658012297705,7.491225477546008,7.508309615437704,382110897,-0.025,7.430812358856201
2008-11-17,7.430812358856201,7.679398161529068,7.377085087793155,7.502119592704354,302883041,0.0089985119047619,7.363961696624756
2008-11-18,7.363961696624756,7.520194268369971,7.065115134303835,7.46671396265164,335095329,-0.0093798701298701,6.937107563018799
2008-11-19,6.937107563018799,7.43254468490331,6.8974928054594695,7.313699938205823,314558640,0.0216666666666666,6.426568031311035
2008-11-20,6.426568031311035,7.0054449815140485,6.413693660120261,6.8061311339142,392642224,0.0663611111111111,6.4976277351379395
2008-11-21,6.4976277351379395,6.6694583752354495,6.12301630091713,6.499607714513458,411315956,0.0330242424242424,6.374076843261719
2008-11-24,6.374076843261719,6.683817759274104,6.165354691705347,6.666734571394406,403695499,0.0433466666666666,6.983407974243164
2008-11-25,6.983407974243164,7.097549493076134,6.618700710390283,6.652373631644203,432462924,-0.0006296296296296,7.231994152069092
2008-11-26,7.231994152069092,7.315433439905163,6.838565526161785,6.939584302301725,255217044,0.0282878787878787,7.253533840179443
2008-11-28,7.253533840179443,7.339945227690893,7.137659769704806,7.194607052194524,103004645,-0.0312460317460317,6.585771083831787
2008-12-01,6.585771083831787,7.115376016239282,6.585523645648228,7.098044914960907,229304279,0.008,6.811577796936035
2008-12-02,6.811577796936035,6.87768597905975,6.501341985802282,6.6783716799636945,234463545,0.0233478787878787,6.918537616729736
2008-12-03,6.918537616729736,6.966323520805221,6.56967729002403,6.681342533640399,237077306,-0.0092166666666666,6.792512893676758
2008-12-04,6.792512893676758,7.019061024918245,6.654602613495276,6.8467355082533325,196196647,-0.0082222222222222,7.031441688537598
2008-12-05,7.031441688537598,7.037630961115883,6.536994794858094,6.710311491751974,261825722,-0.0163142857142857,7.480082988739014
2008-12-08,7.480082988739014,7.661569882260305,6.982170547925906,7.179998789293592,326993073,0.0300378787878787,7.575655460357666
2008-12-09,7.575655460357666,7.873511794249078,7.353810054170183,7.370647227873636,276629001,-0.0035820105820105,7.646219730377197
2008-12-10,7.646219730377197,7.796756953205675,7.539506086117992,7.656618770589339,210265182,0.0589545454545454,7.43328857421875
2008-12-11,7.43328857421875,7.746743474663758,7.373371082451468,7.531088285471059,248094446,0.0380665112665112,7.818049907684326
2008-12-12,7.818049907684326,7.835629394502169,7.2792836211670915,7.321622568022586,229741913,-0.092554945054945,7.692024230957031
2008-12-15,7.692024230957031,7.885643179735552,7.554361386852897,7.774720249061664,270526212,-0.0375,8.053760528564453
2008-12-16,8.053760528564453,8.15824580896401,7.706880148400816,7.787349229423519,283442445,0.0193333333333333,7.805175304412842
2008-12-17,7.805175304412842,7.975768298312729,7.735354123179125,7.889357855458625,232456049,0.0293333333333333,7.682367324829102
2008-12-18,7.682367324829102,7.931695408250868,7.653399520480349,7.841323594680647,191254191,0.0317756132756132,7.679645538330078
2008-12-19,7.679645538330078,7.868311951143424,7.650676782240438,7.699947795187363,225345496,0.0539696969696969,7.356285572052002
2008-12-22,7.356285572052002,7.663054863465662,7.19584419833215,7.639781454989587,157291365,-0.0636616161616161,7.378817081451416
2008-12-23,7.378817081451416,7.509794359647957,7.345391595869794,7.4384876051128455,151674390,-0.0256060606060606,7.500881671905518
2008-12-24,7.500881671905518,7.584815835473628,7.387730366771985,7.464485030589136,77148090,0.0895974025974025,7.43675422668457
2008-12-26,7.43675422668457,7.558075247567222,7.38599716832318,7.528611144449614,78657728,0.0705,7.363961696624756
2008-12-29,7.363961696624756,7.462008844771773,7.219366304403086,7.433288475315475,148631025,0.1129259259259259,7.504843235015869
2008-12-30,7.504843235015869,7.596452724980556,7.395902168677373,7.447648511560805,154316255,-0.0265656565656565,7.617250442504883
2008-12-31,7.617250442504883,7.70019437217019,7.492462442710389,7.531830235044562,115904817,0.0464114718614718,7.955713748931885
2009-01-02,7.955713748931885,7.968093243492268,7.564019070493276,7.6407727900028375,144961322,-0.0073222222222222,8.122344017028809
2009-01-05,8.122344017028809,8.201327999218604,7.799233802321198,7.947790582477462,196293007,-0.0324363053613053,8.271147727966309
2009-01-06,8.271147727966309,8.438026282554858,8.081242255539944,8.244407341596618,257971329,0.0232380952380952,7.972797393798828
2009-01-07,7.972797393798828,8.19315580936978,7.89208181909223,8.129029496803591,180453860,0.0781416666666666,8.051531791687012
2009-01-08,8.051531791687012,8.051531791687012,7.857170036230694,7.88044486936362,144567852,-0.0216825396825396,7.800965309143066
2009-01-09,7.800965309143066,8.108726255856963,7.759617062959105,8.108726255856963,174270770,0.029060606060606,7.742037773132324
2009-01-12,7.742037773132324,7.89703267025699,7.681130059139595,7.831667276857078,132667413,0.0609510822510822,7.78239631652832
2009-01-13,7.78239631652832,7.937886090990878,7.685091488398134,7.719259288415925,177964564,0.0379848484848484,7.451858043670654
2009-01-14,7.451858043670654,7.769521753115058,7.372132226046269,7.67543598805524,219535801,-0.0476666666666666,7.402833461761475
2009-01-15,7.402833461761475,7.516480115532325,7.100767841226429,7.367675434015255,238269759,-0.0083818181818181,7.419670104980469
2009-01-16,7.419670104980469,7.632106203551131,7.321375054384352,7.552132480086355,209759293,-0.08,7.000741004943848
2009-01-20,7.000741004943848,7.41546164751545,7.000741004943848,7.406547710087533,202684876,0.0366328192640692,7.504100322723389
2009-01-21,7.504100322723389,7.514498414484306,7.139393037247122,7.139393037247122,197718329,-0.00829329004329,7.5887770652771
2009-01-22,7.5887770652771,7.659341980707352,7.307757438613126,7.379312106795323,331919470,-0.0469702741702741,8.039399147033691
2009-01-23,8.039399147033691,8.219153029351617,7.53232532015132,7.657361235602459,430921167,-0.0340238095238095,8.018850326538086
2009-01-26,8.018850326538086,8.121106772067645,7.93689661238723,8.04311443930251,185119281,-0.0534253246753246,8.207269668579102
2009-01-27,8.207269668579102,8.266445323872796,8.028753897871423,8.08272955846341,197830749,-0.0261944444444444,8.63288402557373
2009-01-28,8.63288402557373,8.723504230788281,8.32685703191082,8.36820480545981,308809170,0.0221428571428571,8.500421524047852
2009-01-29,8.500421524047852,8.5432548765133,8.42094361805665,8.530627944362898,292444059,0.0125757575757575,8.381824493408203
2009-01-30,8.381824493408203,8.636103759139115,8.319182807292647,8.534342185988033,187580472,-0.0289999999999999,8.432332992553711
2009-02-02,8.432332992553711,8.54201636605121,8.220143848918838,8.276843218111672,209056670,-0.0281496212121212,8.429362297058105
2009-02-03,8.429362297058105,8.492498854578871,8.265453927268473,8.48185142785521,263243015,-0.0794311688311688,8.492498397827148
2009-02-04,8.492498397827148,8.775746857752024,8.397668899509345,8.419952556501556,273718132,-0.0153611111111111,8.757919311523438
2009-02-05,8.757919311523438,8.799020596414154,8.343941944512903,8.440750951908196,291665150,0.0936420634920634,9.192695617675781
2009-02-06,9.192695617675781,9.255337290707736,8.80050423225663,8.82575998964704,282579221,-0.0178333333333333,9.378144264221191
2009-02-09,9.378144264221191,9.433358057173,9.094152537310732,9.192696454006745,199838246,-0.0692060606060606,8.876517295837402
2009-02-10,8.876517295837402,9.346699117951093,8.861166648872244,9.309064815049911,285213056,0.0347833333333333,8.864879608154297
2009-02-11,8.864879608154297,9.037205589452473,8.740091142082612,8.88741070096631,210048373,0.0078666666666666,8.988926887512207
2009-02-12,8.988926887512207,9.00303939803364,8.702458850984542,8.744055015947486,222844155,0.0383712121212121,8.855966567993164
2009-02-13,8.855966567993164,8.987439662702542,8.79530534720217,8.96763133670612,166489714,0.0240555555555555,8.48408031463623
2009-02-17,8.48408031463623,8.593764642749194,8.410544716219603,8.579403746933824,228067661,-0.0517061087061087,8.742815971374512
2009-02-18,8.742815971374512,8.749501542642147,8.43109410072826,8.597478743348095,241883252,-0.0522222222222222,8.4835844039917
2009-02-19,8.4835844039917,8.908456640743593,8.453130545291593,8.850767515949514,200295955,-0.0397727272727272,8.577919006347656
2009-02-20,8.577919006347656,8.639074161769557,8.294423095106504,8.369939146157268,249616129,-0.01575,8.172110557556152
2009-02-23,8.172110557556152,8.660862593004177,8.159482677833594,8.591535343719528,209626799,-0.0384722222222222,8.553157806396484
2009-02-24,8.553157806396484,8.656404932633901,8.19265937213518,8.195878912295523,244749957,0.0602118055555555,8.45882511138916
2009-02-25,8.45882511138916,8.722762020097814,8.391480211201202,8.471452043164646,258529413,0.0115151515151515,8.348398208618164
2009-02-26,8.348398208618164,8.727465955582236,8.347903332206576,8.56578641897546,225064447,0.0060651515151515,8.368454933166504
2009-02-27,8.368454933166504,8.51280243541146,8.198109351635177,8.243667375925245,217612620,0.0672222222222222,8.100308418273926
2009-03-02,8.100308418273926,8.435552098020404,8.071587574657595,8.253074485925085,232407869,-0.0455,8.058711051940918
2009-03-03,8.058711051940918,8.261986714774238,7.981214557807305,8.172357218439583,261970262,0.0140757575757575,7.896289825439453
2009-03-04,7.896289825439453,8.145865832240213,7.8086407758231084,8.001269976004782,313908211,0.0365757575757575,7.567483901977539
2009-03-05,7.567483901977539,7.900251261368378,7.493205524329885,7.835876572603183,262175027,-0.0301148989898989,7.640029430389404
2009-03-06,7.640029430389404,7.680140013649599,7.285474210168793,7.6066044183587564,290452622,-0.0832727272727272,7.202282428741455
2009-03-09,7.202282428741455,7.590511050742907,7.166628576630916,7.427345948130679,259822241,0.0163868686868686,7.630125045776367
2009-03-10,7.630125045776367,7.687815115073476,7.285473999264498,7.3845123155766395,270217058,-0.0136060606060606,7.871283054351807
2009-03-11,7.871283054351807,7.9230308190532295,7.569217897219093,7.67791152485325,237832124,0.0050843434343434,8.010431289672852
2009-03-12,8.010431289672852,8.046827456776487,7.765807825998595,7.86212243105299,201717262,-0.0367070707070707,8.032465934753418
2009-03-13,8.032465934753418,8.10773548912302,7.899013806468658,8.074063040831572,156841686,-0.0106296296296296,7.915355682373047
2009-03-16,7.915355682373047,8.163941013313057,7.88812041526941,8.071340346729416,198613673,0.0214987012987013,8.302840232849121
2009-03-17,8.302840232849121,8.302840232849121,7.900499117795468,7.927486469970633,189206544,-0.02625,8.247379302978516
