Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2008-09-09,10.365798950195312,10.70550029288953,10.275179692150076,10.477464674549468,290267933
2008-09-10,10.254382133483887,10.509899496390007,10.14345967633849,10.509651110176335,250005583
2008-09-11,10.739419937133789,10.772597510026383,10.061753126590226,10.110528785172667,259826256
2008-09-12,10.836230278015137,10.943437376269717,10.621812289349833,10.651771270911546,242023777
2008-09-15,10.742143630981445,10.942943048976899,10.49083553475581,10.49801598277119,263680649
2008-09-16,10.96671199798584,11.123933833783457,10.534906789353297,10.546543019748922,280676114
2008-09-17,10.262552261352539,10.872873209539616,10.236555136530107,10.856531861696123,366444394
2008-09-18,10.87138843536377,10.873864713354115,10.163762610412226,10.464342182368908,344863807
2008-09-19,11.120715141296387,11.440607190007446,10.975376975376255,11.414115189091149,401740198
2008-09-22,10.650038719177246,11.24401838215901,10.621812751743732,11.24401838215901,176952786
2008-09-23,10.628498077392578,10.913727003516653,10.540601584460047,10.727040100872163,208948265
2008-09-24,10.773093223571777,11.01796413234757,10.649296385072093,10.654990307756911,170316002
2008-09-25,10.88426399230957,11.141761831506672,10.794634482778026,10.865446364856252,201564693
2008-09-26,10.672321319580078,10.823849234318873,10.424479280461098,10.597052712579197,212493504
2008-09-29,9.433358192443848,10.485883460187893,9.426177744747871,10.386845613738473,432129680
2008-09-30,9.916662216186523,10.52475432961097,9.71363397943948,9.804254181843053,123914728
2008-10-01,10.193967819213867,10.324202771720062,9.980541502193752,10.179855311639546,250326782
2008-10-02,9.668323516845703,10.150886694685463,9.557154579060649,10.146182525651254,240293315
2008-10-03,9.579686164855957,10.213280504836703,9.484609234506635,9.838174673165273,320914374
2008-10-06,9.190962791442871,9.30931314337147,8.843092183485101,9.259546781041873,450506303
2008-10-07,8.567024230957031,9.284305848448634,8.551178706000146,9.24345294899655,443833384
2008-10-08,8.371423721313477,8.888401740031473,8.074311127019623,8.174587113463813,474829130
2008-10-09,8.145370483398438,8.63040906873335,7.964378451368098,8.530133081828843,324210683
2008-10-10,8.22014331817627,8.4650141948627,7.6828630996532485,7.753675447026679,425500926
2008-10-13,9.433853149414062,9.456880069875837,8.560586888224472,8.809172207269386,357555200
2008-10-14,8.980506896972656,9.76761057524815,8.83913058347586,9.743593903665154,312559174
2008-10-15,8.397668838500977,8.888649707231583,8.389251200168859,8.780945839904524,269863738
2008-10-16,8.740588188171387,8.826751664883641,7.661570437955415,8.238961768282861,652022815
2008-10-17,9.223892211914062,9.557155408183236,9.001304034763253,9.38284896044763,572104380
2008-10-20,9.391762733459473,9.432863073072747,8.90325808797729,9.402409212684834,271148536
2008-10-21,8.981497764587402,9.50218922547289,8.962927576622752,9.220178907764055,232146894
2008-10-22,8.806200981140137,9.15332832022962,8.517257642132419,8.838883679049948,263383540
2008-10-23,8.723257064819336,8.863890124557768,8.36845345282327,8.756187200992171,260127380
2008-10-24,8.400641441345215,8.677451814057186,8.040392245270414,8.083225602975682,295463334
2008-10-27,8.157998085021973,8.492499472372485,8.061683945423859,8.289718642105255,248957670
2008-10-28,9.130054473876953,9.143919544193972,8.133733747851364,8.394698546212062,325431241
2008-10-29,8.863889694213867,9.185763154410068,8.724493832194785,9.056766332153272,391726805
2008-10-30,8.905733108520508,9.210521951684623,8.873050412796047,9.12287385209891,320753774
2008-10-31,8.897563934326172,9.209532312633927,8.77153825434737,8.818333463691578,298044974
2008-11-03,8.578908920288086,8.98744076233544,8.453625556609289,8.853492321516848,239072757
2008-11-04,9.085240364074707,9.21943624147914,8.554396319186571,8.750987387521288,295097969
2008-11-05,8.473679542541504,9.133271901695347,8.450653574341809,8.966640796843109,278901487
2008-11-06,8.200831413269043,8.527655503052188,8.066882047608988,8.417476316987399,344277618
2008-11-07,8.198851585388184,8.446694601126714,8.054998029626411,8.247874686842277,187953866
2008-11-10,7.892823696136475,8.156759646360708,7.662312756497854,8.12110579611526,324415448
2008-11-11,7.711584091186523,7.831420016447261,7.440716068418681,7.6430010518427345,407385278
2008-11-12,7.205005168914795,7.73708638823849,7.124785424035735,7.478598331537106,403550960
2008-11-13,7.726934909820557,7.7497148661015185,6.932651204161668,7.224070349390843,531372276
2008-11-14,7.675931453704834,8.04658012297705,7.491225477546008,7.508309615437704,382110897
2008-11-17,7.430811882019043,7.679397668740095,7.377084614403691,7.5021191112913925,302883041
2008-11-18,7.363961696624756,7.520194268369971,7.065115134303835,7.46671396265164,335095329
2008-11-19,6.937108039855957,7.432545195795415,6.897493279573621,7.313700440928876,314558640
2008-11-20,6.426567554473877,7.0054444617254985,6.413693184238353,6.806130628914299,392642224
2008-11-21,6.497628688812256,6.6694593541298115,6.123017199608718,6.499608668478381,411315956
2008-11-24,6.374077320098877,6.6838182592826145,6.165355152928248,6.666735070124944,403695499
2008-11-25,6.983407974243164,7.097549493076134,6.618700710390283,6.652373631644203,432462924
2008-11-26,7.231993675231934,7.315432957566486,6.838565075265106,6.939583844744434,255217044
2008-11-28,7.253534317016602,7.339945710208615,7.137660238924565,7.194607525157918,103004645
2008-12-01,6.585771083831787,7.115376016239282,6.585523645648228,7.098044914960907,229304279
2008-12-02,6.811578273773193,6.87768646052474,6.501342440921716,6.678372147475902,234463545
2008-12-03,6.918537616729736,6.966323520805221,6.56967729002403,6.681342533640399,237077306
2008-12-04,6.792513370513916,7.019061517659174,6.654603080651077,6.846735988896941,196196647
2008-12-05,7.031442165374756,7.037631438372766,6.53699523816434,6.71031194681169,261825722
2008-12-08,7.480083465576172,7.661570370666813,6.982170993022353,7.17999924700111,326993073
2008-12-09,7.575654983520508,7.873511298663843,7.353809591296718,7.370646763940384,276629001
2008-12-10,7.6462202072143555,7.796757439430706,7.539506556300225,7.656619248075007,210265182
2008-12-11,7.43328857421875,7.746743474663758,7.373371082451468,7.531088285471059,248094446
2008-12-12,7.818050384521484,7.835629872411531,7.279284065143909,7.321623014581732,229741913
2008-12-15,7.692024230957031,7.885643179735552,7.554361386852897,7.774720249061664,270526212
2008-12-16,8.053760528564453,8.15824580896401,7.706880148400816,7.787349229423519,283442445
2008-12-17,7.805175304412842,7.975768298312729,7.735354123179125,7.889357855458625,232456049
2008-12-18,7.68236780166626,7.9316959005635805,7.653399995519504,7.841324081384069,191254191
2008-12-19,7.679645538330078,7.868311951143424,7.650676782240438,7.699947795187363,225345496
2008-12-22,7.35628604888916,7.66305536018772,7.19584466476944,7.639781950203053,157291365
2008-12-23,7.378817081451416,7.509794359647957,7.345391595869794,7.4384876051128455,151674390
2008-12-24,7.500881671905518,7.584815835473628,7.387730366771985,7.464485030589136,77148090
2008-12-26,7.43675422668457,7.558075247567222,7.38599716832318,7.528611144449614,78657728
2008-12-29,7.363961696624756,7.462008844771773,7.219366304403086,7.433288475315475,148631025
2008-12-30,7.504843235015869,7.596452724980556,7.395902168677373,7.447648511560805,154316255
2008-12-31,7.617251396179199,7.700195336229028,7.492463380761337,7.531831178024329,115904817
2009-01-02,7.955712795257568,7.9680922883339855,7.564018163772529,7.640771874081401,144961322
2009-01-05,8.122343063354492,8.201327036270488,7.799232886584441,7.947789649298107,196293007
2009-01-06,8.271147727966309,8.438026282554858,8.081242255539944,8.244407341596618,257971329
2009-01-07,7.97279691696167,8.193155319353421,7.892081347082509,8.1290290106225,180453860
2009-01-08,8.051531791687012,8.051531791687012,7.857170036230694,7.88044486936362,144567852
2009-01-09,7.800965785980225,8.108726751506133,7.759617537268834,8.108726751506133,174270770
2009-01-12,7.742038249969482,7.897033156640385,7.681130532225407,7.831667759214577,132667413
2009-01-13,7.78239631652832,7.937886090990878,7.685091488398134,7.719259288415925,177964564
2009-01-14,7.451857566833496,7.769521255950909,7.372131754310688,7.675435496911546,219535801
2009-01-15,7.402833461761475,7.516480115532325,7.100767841226429,7.367675434015255,238269759
2009-01-16,7.419670104980469,7.632106203551131,7.321375054384352,7.552132480086355,209759293
2009-01-20,7.000741004943848,7.41546164751545,7.000741004943848,7.406547710087533,202684876
2009-01-21,7.504100799560547,7.514498891982195,7.139393490909486,7.139393490909486,197718329
2009-01-22,7.5887770652771,7.659341980707352,7.307757438613126,7.379312106795323,331919470
2009-01-23,8.039399147033691,8.219153029351617,7.53232532015132,7.657361235602459,430921167
2009-01-26,8.018850326538086,8.121106772067645,7.93689661238723,8.04311443930251,185119281
2009-01-27,8.207269668579102,8.266445323872796,8.028753897871423,8.08272955846341,197830749
2009-01-28,8.63288402557373,8.723504230788281,8.32685703191082,8.36820480545981,308809170
2009-01-29,8.500420570373535,8.54325391803345,8.420942673299072,8.53062698729968,292444059
2009-01-30,8.381823539733887,8.636102776533196,8.31918186074563,8.53434121496043,187580472
2009-02-02,8.432333946228027,8.542017332130422,8.22014477859513,8.276844154200509,209056670
2009-02-03,8.429361343383789,8.492497893761461,8.265452992138288,8.48185046824242,263243015
2009-02-04,8.492499351501465,8.775747843234033,8.397669842534679,8.419953502029259,273718132
2009-02-05,8.757920265197754,8.799021554564105,8.343942853108064,8.440751871045162,291665150
2009-02-06,9.192695617675781,9.255337290707736,8.80050423225663,8.82575998964704,282579221
2009-02-09,9.378144264221191,9.433358057173,9.094152537310732,9.192696454006745,199838246
2009-02-10,8.876518249511719,9.346700122140755,8.861167600897318,9.309065815196222,285213056
2009-02-11,8.86488151550293,9.037207533878396,8.740093022582023,8.887412613162684,210048373
2009-02-12,8.98892593383789,9.003038442862065,8.702457927702865,8.74405408825269,222844155
2009-02-13,8.85596752166748,8.987440630534829,8.79530629434405,8.967632302405304,166489714
2009-02-17,8.48408031463623,8.593764642749194,8.410544716219603,8.579403746933824,228067661
2009-02-18,8.742816925048828,8.749502497045732,8.43109502039967,8.597479681168894,241883252
2009-02-19,8.483583450317383,8.908455639307654,8.453129595040718,8.850766520998645,200295955
2009-02-20,8.577919960021973,8.639075122242971,8.294424017262365,8.369940076708838,249616129
2009-02-23,8.172111511230469,8.660863603715198,8.159483630034254,8.591536346340153,209626799
2009-02-24,8.553157806396484,8.656404932633901,8.19265937213518,8.195878912295523,244749957
2009-02-25,8.45882511138916,8.722762020097814,8.391480211201202,8.471452043164646,258529413
2009-02-26,8.348397254943848,8.72746495860534,8.347902378588792,8.56578544046793,225064447
2009-02-27,8.368453979492188,8.512801465287213,8.198108417373549,8.243666436471795,217612620
2009-03-02,8.100308418273926,8.435552098020404,8.071587574657595,8.253074485925085,232407869
2009-03-03,8.058711051940918,8.261986714774238,7.981214557807305,8.172357218439583,261970262
2009-03-04,7.896290302276611,8.145866324148642,7.808641247367361,8.001270459181429,313908211
2009-03-05,7.567484378814697,7.900251759173647,7.493205996486664,7.8358770663521184,262175027
2009-03-06,7.6400299072265625,7.680140492990179,7.285474664877096,7.6066048931097585,290452622
2009-03-09,7.202281951904297,7.5905105482025315,7.166628102154271,7.427345456392876,259822241
2009-03-10,7.630125045776367,7.687815115073476,7.285473999264498,7.3845123155766395,270217058
2009-03-11,7.871283054351807,7.9230308190532295,7.569217897219093,7.67791152485325,237832124
2009-03-12,8.010431289672852,8.046827456776487,7.765807825998595,7.86212243105299,201717262
2009-03-13,8.032465934753418,8.10773548912302,7.899013806468658,8.074063040831572,156841686
2009-03-16,7.9153547286987305,8.163940029688167,7.888119464876509,8.071339374261433,198613673
2009-03-17,8.302841186523438,8.302841186523438,7.900500025256395,7.92748738053136,189206544
2009-03-18,8.247380256652832,8.418220702454365,8.122344322065818,8.289718736758994,201239478
2009-03-19,8.16913890838623,8.319181242552695,8.105754919546547,8.212220642880856,165064391
2009-03-20,8.174588203430176,8.244656830952545,8.0800061269118,8.17805328662159,190226352
2009-03-23,8.631150245666504,8.652195761870102,8.24564538346846,8.258768138335357,171500425
2009-03-24,8.595745086669922,8.76089062995092,8.517256940902579,8.579155352852037,153372732
2009-03-25,8.518989562988281,8.698990868516582,8.325370626420314,8.67571746108183,174102141
2009-03-26,8.747272491455078,8.892610664007764,8.628674707248562,8.743311584466838,241032074
2009-03-27,8.608867645263672,8.715334326205845,8.553653851225523,8.66581445467788,133410187
2009-03-30,8.484823226928711,8.512553368548431,8.320419986626412,8.481356248196974,124227898
2009-03-31,8.617780685424805,8.752719816412403,8.571232918590505,8.639321079531449,146760038
2009-04-01,8.767080307006836,8.795553712082864,8.43332315654351,8.511810362138478,132542948
2009-04-02,8.97530746459961,9.155062303493455,8.92133275774415,8.995363230561834,180192885
2009-04-03,9.155557632446289,9.203590980991386,8.863890562222773,9.024827782100374,152160204
2009-04-06,9.117426872253418,9.156545802471141,8.948071094529219,9.086723683584848,131703815
2009-04-07,8.879984855651855,9.006257979664307,8.797288350295142,8.977784572404296,147755757
2009-04-08,8.96292781829834,9.037206676081787,8.819571044834829,9.000067247190064,111022586
2009-04-09,9.222902297973633,9.268706800720908,9.068154845237732,9.148623444817284,135811153
2009-04-13,9.361802101135254,9.386314596093635,9.16843059755152,9.193932845168339,122461301
2009-04-14,9.134015083312988,9.33407216181865,9.052061854969867,9.332834022930154,137658049
2009-04-15,9.396219253540039,9.43484426216186,9.016408248823943,9.08920153430353,197967259
2009-04-16,9.624996185302734,9.727994933354553,9.433852564097627,9.445738128917824,408931050
2009-04-17,9.711655616760254,9.89933133227646,9.527692422343861,9.557651405815577,430840867
2009-04-20,9.391266822814941,9.672286441461155,9.306836364895506,9.560868157118575,177820024
2009-04-21,9.44499397277832,9.515063534948442,9.31203624383029,9.313769259114379,148370051
2009-04-22,9.504169464111328,9.656192254787232,9.384086106679607,9.451926828066387,140597024
2009-04-23,9.524721145629883,9.650003562515908,9.43608233541117,9.594543276113193,104751167
2009-04-24,9.643567085266113,9.734929618481376,9.420979816551663,9.558394299683544,135923572
2009-04-27,9.555917739868164,9.643566801137062,9.47668821407274,9.516055538758698,91967429
2009-04-28,9.500456809997559,9.632673194828334,9.446729534941596,9.501448458954865,118185333
2009-04-29,9.69258975982666,9.779247162402454,9.55294550846069,9.556412487151816,144941247
2009-04-30,9.804007530212402,9.996635794754331,9.775039248680491,9.79880753596569,174881049
2009-05-01,9.747556686401367,9.844118258274248,9.69457078253922,9.780733313806197,97471985
2009-05-04,9.952811241149902,9.963209332052388,9.774790388352034,9.85847662816195,128600225
2009-05-05,9.977818489074707,10.027584848391017,9.835698910480037,9.903292195170367,96391952
2009-05-06,9.989703178405762,10.10879678660846,9.92854707808862,10.071904796657737,105710750
2009-05-07,9.819853782653809,10.02733781461541,9.718092220225882,10.005302543227451,120441759
2009-05-08,10.085273742675781,10.1546009891387,9.779990022613378,9.974351285981886,155183494
2009-05-11,10.101369857788086,10.2009016385309,9.93349962673176,9.973115336504398,102755715
2009-05-12,9.879274368286133,10.1758929840757,9.782712815170424,10.15162887672161,152200354
2009-05-13,9.644803047180176,9.814405317362974,9.615338944982213,9.757458514350418,114138220
2009-05-14,9.594295501708984,9.710912848805792,9.52472175302886,9.626483326735046,117920344
2009-05-15,9.656193733215332,9.757955304895372,9.633662635361357,9.683429001209483,120799094
2009-05-18,9.825547218322754,9.837184395829452,9.542298791829168,9.77330458665806,134570520
2009-05-19,9.876057624816895,9.944393228847442,9.730472005403307,9.80722714439307,113925426
2009-05-20,9.833965301513672,10.044173028467016,9.779989652291595,9.9555342313455,91702440
2009-05-21,9.817129135131836,9.974103528270977,9.751268869327344,9.812177527699896,109199779
2009-05-22,9.742850303649902,9.870362490627427,9.70571087773601,9.82109006221587,69001669
2009-05-26,10.011738777160645,10.027585249695841,9.65619285228524,9.704474584458287,124645457
2009-05-27,10.041449546813965,10.197434190019504,10.022879359551089,10.04343094825257,121826932
2009-05-28,10.161286354064941,10.191492771421451,10.017928642666895,10.118699495924469,107152133
2009-05-29,10.330392837524414,10.330392837524414,10.168714272685978,10.203624859478582,106325044
2009-06-01,10.561399459838867,10.636668071096743,10.36258145331513,10.367533061202375,133394127
2009-06-02,10.606956481933594,10.645582436227988,10.483159649013324,10.553724090268027,105337356
2009-06-03,10.687424659729004,10.707479476617312,10.49801500099157,10.547533921787965,141841672
2009-06-04,10.90109920501709,10.924869388417834,10.757989864495713,10.777797244617426,146069460
2009-06-05,11.001126289367676,11.075900016305004,10.880795499413733,11.019696476040366,147783862
2009-06-08,10.8637113571167,10.916943741001504,10.748579617780306,10.881785718626295,124412588
2009-06-09,10.78571891784668,10.906546484092656,10.690148057700029,10.859008018170034,130684007
2009-06-10,10.710947036743164,10.841924319169586,10.564123281664394,10.800823034373304,134859599
2009-06-11,10.621811866760254,10.738925020237707,10.606213781129286,10.690395851978815,115037579
2009-06-12,10.518814086914062,10.58962597030093,10.428936189485809,10.56882788885098,117173555
2009-06-15,10.31900405883789,10.436116270951628,10.250421017749161,10.436116270951628,150036273
2009-06-16,10.299939155578613,10.425964821241077,10.28557826111708,10.381893333200853,122445241
2009-06-17,10.279141426086426,10.39204528807394,10.190006798201546,10.304643675502541,140127270
2009-06-18,10.251906394958496,10.366542326832596,10.225660882359133,10.292016978420659,123870563
2009-06-19,10.401205062866211,10.410365963679869,10.26478035533366,10.354657296225437,171002566
2009-06-22,10.085769653320312,10.336831234129331,9.950583085825759,10.323460092246366,165594371
2009-06-23,10.044422149658203,10.12637633791962,9.966924693218003,10.068439772282902,116418737
2009-06-24,10.133803367614746,10.206596647874287,10.066210081393256,10.120185735096506,98680498
2009-06-25,10.294244766235352,10.297463358721098,10.06497195676248,10.077104012149844,122236461
2009-06-26,10.5306978225708,10.602747838966158,10.22838430031129,10.242496808950367,130756276
2009-06-29,10.501481056213379,10.592100311748354,10.454437465120996,10.54753394655425,87097243
2009-06-30,10.43834400177002,10.57749147078251,10.354905197603564,10.498014521392808,104144903
2009-07-01,10.373970031738281,10.557437386390347,10.353171951787283,10.502966856639935,92778458
2009-07-02,10.113997459411621,10.285332784700927,10.072401293213103,10.285332784700927,101081463
2009-07-06,10.141725540161133,10.167227788382094,9.94488800153194,10.064723919157307,90843231
2009-07-07,9.82034969329834,10.131329283842506,9.804255780874012,10.107806536724668,130860666
2009-07-08,9.965437889099121,10.052342718587852,9.855753581025114,9.90378691971338,138163938
2009-07-09,10.161040306091309,10.26156373493345,10.047393172124707,10.055315934800797,131515110
2009-07-10,10.260323524475098,10.333859116487783,10.119194648815965,10.140983428838494,117502785
2009-07-13,10.50544261932373,10.510889103208244,10.279635853254932,10.304148348871642,162434571
2009-07-14,10.515100479125977,10.565609156799145,10.42051841300474,10.490835419061696,116266167
2009-07-15,10.848856925964355,10.861483857548045,10.609185079743991,10.638154307794352,151646285
2009-07-16,10.958540916442871,11.036532291343164,10.748084794770602,10.811964609422544,263162715
2009-07-17,10.65276050567627,10.782253151242445,10.564864966849292,10.720850561975075,275191634
2009-07-20,10.650781631469727,10.71713678035032,10.553724238096935,10.64360118373825,126612804
2009-07-21,10.59457778930664,10.693615642346733,10.540602130958616,10.669846405930855,119173022
2009-07-22,10.589376449584961,10.65152324907559,10.485635387728736,10.59705272123501,103855823
2009-07-23,10.828306198120117,10.924125448209043,10.535154525600328,10.61388916481321,139649486
2009-07-24,11.06054973602295,11.153892704684198,10.77036828074058,10.790423097050517,145619780
2009-07-27,11.013011932373047,11.061292715753893,10.83499106050373,11.043713228129823,100551484
2009-07-28,10.890450477600098,10.96373862215245,10.797602395160105,10.91892482494671,101679697
2009-07-29,10.801070213317871,10.839695215808947,10.693366353467994,10.825581760110046,79777911
2009-07-30,11.033809661865234,11.178157131050293,10.958788492154271,10.958788492154271,128423566
2009-07-31,10.969684600830078,11.208613207357441,10.954333003658787,11.141267353701107,114844859
2009-08-03,11.196479797363281,11.238324345711458,11.08332943861455,11.110564704937138,104000363
2009-08-04,11.234114646911621,11.2408002187365,11.102889917007472,11.126164277231627,95950302
2009-08-05,11.169986724853516,11.312848614298428,11.089270686395338,11.290318468022194,94031136
2009-08-06,11.150673866271973,11.26258607171158,11.10536424091766,11.24822612579394,84752487
2009-08-07,11.317553520202637,11.374995205526123,11.265311829003583,11.282147106243631,102105287
2009-08-10,11.305421829223633,11.349988194069594,11.235599705703876,11.269024716348095,69941178
2009-08-11,11.239314079284668,11.320773387955711,11.200690019713804,11.232629455833251,68756755
2009-08-12,11.35419750213623,11.432684702121165,11.263577299150812,11.275710302151298,94007046
2009-08-13,11.445807456970215,11.506220298600546,11.362368642433013,11.4425888643311,80107140
2009-08-14,11.389354705810547,11.46808933828752,11.312352140444176,11.458186123707694,67255147
2009-08-17,11.015240669250488,11.19103269973245,10.971415669692227,11.178900644454213,105200846
2009-08-18,11.024897575378418,11.084815543355214,10.951610359839698,11.020440843511405,94396500
2009-08-19,10.992462158203125,11.01796345972641,10.858512777425906,10.893919190600748,90538092
2009-08-20,11.399507522583008,11.44333157446884,11.172215166773974,11.19128023153026,160555554
2009-08-21,11.519095420837402,11.540140938038391,11.454968168505797,11.52652330620475,142953825
2009-08-24,11.60550594329834,11.639178393235124,11.49879372309072,11.571337668953738,98503838
2009-08-25,11.67087173461914,11.744654769991532,11.6052588998049,11.615410501983677,93990986
2009-08-26,11.587431907653809,11.71122969059959,11.555245033950554,11.705287381849567,79810030
2009-08-27,11.539399147033691,11.60179339207618,11.407431156877196,11.60179339207618,80255695
2009-08-28,11.506965637207031,11.695632066696803,11.473044795994692,11.618630429889965,71129616
2009-08-31,11.430704116821289,11.43540828662807,11.339837417210155,11.384157295141868,78609548
2009-09-01,11.284377098083496,11.558216306141663,11.251199520516044,11.381434500604446,104185053
2009-09-02,11.216287612915039,11.348007206851904,11.205888572862257,11.285861352759465,72462593
2009-09-03,11.327954292297363,11.346028657810983,11.265560046720998,11.285862304128509,66094814
2009-09-04,11.421545028686523,11.45373190518975,11.284871915546672,11.329191796835863,60192775
2009-09-08,11.355188369750977,11.562425921267057,11.286357888165211,11.495574945287824,106666319
2009-09-09,11.487651824951172,11.544598634850885,11.359644747753846,11.366082880970016,88145156
2009-09-10,11.660225868225098,11.660225868225098,11.43887580244783,11.554007567158271,101764012
2009-09-11,11.689935684204102,11.7186565245713,11.578269966973835,11.64685394963382,76401301
2009-09-14,11.76371955871582,11.805315719224026,11.638188762630216,11.649578503544282,79324216
2009-09-15,11.823637008666992,11.857557843711811,11.704048526412697,11.762728347707672,96283547
2009-09-16,12.089800834655762,12.116541222357737,11.846910401754634,11.879593097834826,103799614
